,article_name,authors,url,volume,journal,journal_url,scrape_time
628,Using Facebook ad data to track the global digital gender gap,"Fatehkia, Masoomali & Kashyap, Ridhi & Weber, Ingmar",https://ideas.repec.org/a/eee/wdevel/v107y2018icp189-209.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
629,New reading of Saharan agricultural transformation: Continuities of ancient oases and their extensions (Algeria),"Hamamouche, Meriem Farah & Kuper, Marcel & Amichi, Hichem & Lejars, Caroline & Ghodbani, Tarik",https://ideas.repec.org/a/eee/wdevel/v107y2018icp210-223.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
630,"What might ‘just green enough’ urban development mean in the context of climate change adaptation? The case of urban greenspace planning in Taipei Metropolis, Taiwan","Mabon, Leslie & Shih, Wan-Yu",https://ideas.repec.org/a/eee/wdevel/v107y2018icp224-238.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
631,"Legalization, diplomacy, and development: Do investment treaties de-politicize investment disputes?","Gertz, Geoffrey & Jandhyala, Srividya & Poulsen, Lauge N. Skovgaard",https://ideas.repec.org/a/eee/wdevel/v107y2018icp239-252.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
632,Measuring livelihood resilience: The Household Livelihood Resilience Approach (HLRA),"Quandt, Amy",https://ideas.repec.org/a/eee/wdevel/v107y2018icp253-263.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
633,"Beyond dualism: Agricultural productivity, small towns, and structural change in Bangladesh","Emran, M. Shahe & Shilpi, Forhad",https://ideas.repec.org/a/eee/wdevel/v107y2018icp264-276.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
634,Small and medium cities and development of Mexican rural areas,"Berdegué, Julio A. & Soloaga, Isidro",https://ideas.repec.org/a/eee/wdevel/v107y2018icp277-288.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
635,Climate change and gender equality in developing states,"Eastin, Joshua",https://ideas.repec.org/a/eee/wdevel/v107y2018icp289-305.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
636,New narratives of development work? Making sense of social entrepreneurs’ development narratives across time and economies,"Chandra, Yanto",https://ideas.repec.org/a/eee/wdevel/v107y2018icp306-326.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
637,"More farmers, less farming? Understanding the truncated agrarian transition in Thailand","Rigg, Jonathan & Salamanca, Albert & Phongsiri, Monchai & Sripun, Mattara",https://ideas.repec.org/a/eee/wdevel/v107y2018icp327-337.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
638,Impact of security expenditures in military alliances on violence from non-state actors: Evidence from India,"Gupta, Dhruv & Sriram, Karthik",https://ideas.repec.org/a/eee/wdevel/v107y2018icp338-357.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
639,An analysis of the Extractive Industry Transparency Initiative implementation process,"Lujala, Päivi",https://ideas.repec.org/a/eee/wdevel/v107y2018icp358-381.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
640,Exposure to firewood: Consequences for health and labor force participation in Mexico,"Stabridis, Omar & van Gameren, Edwin",https://ideas.repec.org/a/eee/wdevel/v107y2018icp382-395.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
641,Do special economic zones induce developmental spillovers? Evidence from India’s states,"Alkon, Meir",https://ideas.repec.org/a/eee/wdevel/v107y2018icp396-409.html," 2018, Volume 107, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
642,Economic corridors and regional development: The Malaysian experience,"Athukorala, Prema-chandra & Narayanan, Suresh",https://ideas.repec.org/a/eee/wdevel/v106y2018icp1-14.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
643,The effects of climate variability on psychological well-being in India,"Pailler, Sharon & Tsaneva, Magda",https://ideas.repec.org/a/eee/wdevel/v106y2018icp15-26.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
644,The economic consequences of political alienation: Ethnic minority status and investment behavior in a post-conflict society,"Lazarev, Egor & Mironova, Vera",https://ideas.repec.org/a/eee/wdevel/v106y2018icp27-39.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
645,Separating the wheat from the chaff: Signaling in microfinance loans,"Bauchet, Jonathan & Chakravarty, Sugato & Hunter, Brian",https://ideas.repec.org/a/eee/wdevel/v106y2018icp40-50.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
646,The promise and peril of paralegal aid,"Swenson, Geoffrey",https://ideas.repec.org/a/eee/wdevel/v106y2018icp51-63.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
647,Entrepreneurship contribution to the three pillars of sustainable development: What does the evidence really say?,"Dhahri, Sabrine & Omri, Anis",https://ideas.repec.org/a/eee/wdevel/v106y2018icp64-77.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
648,Peace is much more than doves: The economic benefits of bird-based tourism as a result of the peace treaty in Colombia,"Maldonado, Jorge H. & Moreno-Sánchez, Rocío del Pilar & Espinoza, Sophía & Bruner, Aaron & Garzón, Natalia & Myers, John",https://ideas.repec.org/a/eee/wdevel/v106y2018icp78-86.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
649,"The political path to universal health coverage: Power, ideas and community-based health insurance in Rwanda","Chemouni, Benjamin",https://ideas.repec.org/a/eee/wdevel/v106y2018icp87-98.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
650,An overview of India’s primary school education policies and outcomes 2005–2011,"Chatterjee, Ishita & Li, Ian & Robitaille, Marie-Claire",https://ideas.repec.org/a/eee/wdevel/v106y2018icp99-110.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
651,Power as agency: A critical reflection on the measurement of women’s empowerment in the development sector,"O'Hara, Corey & Clement, Floriane",https://ideas.repec.org/a/eee/wdevel/v106y2018icp111-123.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
652,Unraveling the effect of targeted input subsidies on dietary diversity in household consumption and child nutrition: The case of Malawi,"Harou, Aurélie P.",https://ideas.repec.org/a/eee/wdevel/v106y2018icp124-135.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
653,The effects of aid agency independence on bilateral aid allocation decisions,"Cardwell, Ryan & Ghazalian, Pascal L.",https://ideas.repec.org/a/eee/wdevel/v106y2018icp136-148.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
654,"Flows, leaks and blockages in informational interventions: A field experimental study of Bangalore's water sector","Kumar, Tanu & Post, Alison E. & Ray, Isha",https://ideas.repec.org/a/eee/wdevel/v106y2018icp149-160.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
655,"Resource rents, universal basic income, and poverty among Alaska’s Indigenous peoples","Berman, Matthew",https://ideas.repec.org/a/eee/wdevel/v106y2018icp161-172.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
656,The impact of intergovernmental transfers on local revenue generation in Sub-Saharan Africa: Evidence from Tanzania,"Masaki, Takaaki",https://ideas.repec.org/a/eee/wdevel/v106y2018icp173-186.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
657,"Whose greed, whose grievance, and whose opportunity? Effects of foreign direct investments (FDI) on internal conflict","Mihalache-O'Keef, Andreea S.",https://ideas.repec.org/a/eee/wdevel/v106y2018icp187-206.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
658,Gender and capacity building: A multi-layered study of empowerment,"Eger, Claudia & Miller, Graham & Scarles, Caroline",https://ideas.repec.org/a/eee/wdevel/v106y2018icp207-219.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
659,Women’s political participation and gender gaps of education in China: 1950–1990,"Yao, Yang & You, Wuyue",https://ideas.repec.org/a/eee/wdevel/v106y2018icp220-237.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
660,"Ineptitude, ignorance, or intent: The social construction of failure in development","Venugopal, Rajesh",https://ideas.repec.org/a/eee/wdevel/v106y2018icp238-247.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
661,Education and disability in a conflict affected context: Are children with disabilities less likely to learn and be protected in Darfur?,"Bakhshi, Parul & Babulal, Ganesh M. & Trani, Jean-Francois",https://ideas.repec.org/a/eee/wdevel/v106y2018icp248-259.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
662,Success when we deemed it failure? Revisiting sites and services projects in Mumbai and Chennai 20 years later,"Owens, Kathryn E. & Gulyani, Sumila & Rizvi, Andrea",https://ideas.repec.org/a/eee/wdevel/v106y2018icp260-272.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
663,"City size, deprivation and other indicators of development: Evidence from India","Mitra, Arup & Nagar, Jay Prakash",https://ideas.repec.org/a/eee/wdevel/v106y2018icp273-283.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
664,Racing to the bottom? Chinese development projects and trade union involvement in Africa,"Isaksson, Ann-Sofie & Kotsadam, Andreas",https://ideas.repec.org/a/eee/wdevel/v106y2018icp284-298.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
665,Is women’s empowerment associated with political knowledge and opinions? Evidence from rural Mali,"Bleck, Jaimie & Michelitch, Kristin",https://ideas.repec.org/a/eee/wdevel/v106y2018icp299-323.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
666,"Identifying the essential ingredients to literacy and numeracy improvement: Teacher professional development and coaching, student textbooks, and structured teachers’ guides","Piper, Benjamin & Simmons Zuilkowski, Stephanie & Dubeck, Margaret & Jepkemei, Evelyn & King, Simon J.",https://ideas.repec.org/a/eee/wdevel/v106y2018icp324-336.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
667,Blessing and curse. The gold boom and local development in Colombia,"Santos, Rafael J.",https://ideas.repec.org/a/eee/wdevel/v106y2018icp337-355.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
668,Parlez-vous français? Language and agricultural aid allocation strategies in northern Mali,"Maiden, Emily & Brockway, Mark",https://ideas.repec.org/a/eee/wdevel/v106y2018icp356-375.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
669,Creating an appropriate tenure foundation for REDD+: The record to date and prospects for the future,"Sunderlin, William D. & de Sassi, Claudio & Sills, Erin O. & Duchelle, Amy E. & Larson, Anne M. & Resosudarmo, Ida Aju Pradnja & Awono, Abdon & Kweka, Demetrius Leo & Huynh, Thu Ba",https://ideas.repec.org/a/eee/wdevel/v106y2018icp376-392.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
670,"Big cities, small towns, and poor farmers: Evidence from Ethiopia","Vandercasteelen, Joachim & Beyene, Seneshaw Tambru & Minten, Bart & Swinnen, Johan",https://ideas.repec.org/a/eee/wdevel/v106y2018icp393-406.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
671,"Can information outreach increase participation in community-driven development? A field experiment near Bwindi National Park, Uganda","Buntaine, Mark T. & Daniels, Brigham & Devlin, Colleen",https://ideas.repec.org/a/eee/wdevel/v106y2018icp407-421.html," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
672,Conditional cash transfers for primary education: Which children are left out?,"Bauchet, Jonathan & Undurraga, Eduardo A. & Reyes-García, Victoria & Behrman, Jere R. & Godoy, Ricardo A.",https://ideas.repec.org/a/eee/wdevel/v105y2018icp1-12.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
673,Building support for taxation in developing countries: Experimental evidence from Mexico,"Flores-Macías, Gustavo A.",https://ideas.repec.org/a/eee/wdevel/v105y2018icp13-24.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
674,The impact of agricultural extension services in the context of a heavily subsidized input system: The case of Malawi,"Ragasa, Catherine & Mazunda, John",https://ideas.repec.org/a/eee/wdevel/v105y2018icp25-47.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
675,An impediment to gender Equality?: Religion’s influence on development and reproductive policy,"Forman-Rabinovici, Aliza & Sommer, Udi",https://ideas.repec.org/a/eee/wdevel/v105y2018icp48-58.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
676,Development aid and infant mortality. Micro-level evidence from Nigeria,"Kotsadam, Andreas & Østby, Gudrun & Rustad, Siri Aas & Tollefsen, Andreas Forø & Urdal, Henrik",https://ideas.repec.org/a/eee/wdevel/v105y2018icp59-69.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
677,Poverty reduction during 1990–2013: Did millennium development goals adoption and state capacity matter?,"Asadullah, M. Niaz & Savoia, Antonio",https://ideas.repec.org/a/eee/wdevel/v105y2018icp70-82.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
678,Do the rich have stronger willingness to pay for environmental protection? New evidence from a survey in China,"Shao, Shuai & Tian, Zhihua & Fan, Meiting",https://ideas.repec.org/a/eee/wdevel/v105y2018icp83-94.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
679,On the impact of demographic change on economic growth and poverty,"Cruz, Marcio & Ahmed, S. Amer",https://ideas.repec.org/a/eee/wdevel/v105y2018icp95-106.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
680,The potential of the Global Person Generated Index for evaluating the perceived impacts of conservation interventions on subjective well-being,"Rasolofoson, Ranaivo A. & Nielsen, Martin R. & Jones, Julia P.G.",https://ideas.repec.org/a/eee/wdevel/v105y2018icp107-118.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
681,From worker to peasant and then to entrepreneur? Land reform and agrarian change in the Saïss (Morocco),"Petit, Olivier & Kuper, Marcel & Ameur, Fatah",https://ideas.repec.org/a/eee/wdevel/v105y2018icp119-131.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
682,Change of pace: Accelerations and advances during the Millennium Development Goal era,"McArthur, John W. & Rasmussen, Krista",https://ideas.repec.org/a/eee/wdevel/v105y2018icp132-143.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
683,Famine systems: A new model for understanding the development of famines,"Howe, Paul",https://ideas.repec.org/a/eee/wdevel/v105y2018icp144-155.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
684,Change in urban concentration and economic growth,"Frick, Susanne A. & Rodríguez-Pose, Andrés",https://ideas.repec.org/a/eee/wdevel/v105y2018icp156-170.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
685,Reducing bureaucratic corruption: Interdisciplinary perspectives on what works,"Gans-Morse, Jordan & Borges, Mariana & Makarin, Alexey & Mannah-Blankson, Theresa & Nickow, Andre & Zhang, Dong",https://ideas.repec.org/a/eee/wdevel/v105y2018icp171-188.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
686,"Returns to microcredit, cash grants and training for male and female microentrepreneurs in Uganda","Fiala, Nathan",https://ideas.repec.org/a/eee/wdevel/v105y2018icp189-200.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
687,An exploration of the changes in the international comparison program’s global economic landscape,"Ravallion, Martin",https://ideas.repec.org/a/eee/wdevel/v105y2018icp201-216.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
688,Impact of natural disasters on income inequality in Sri Lanka,"Keerthiratne, Subhani & Tol, Richard S.J.",https://ideas.repec.org/a/eee/wdevel/v105y2018icp217-230.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
689,"Hurricanes, economic growth and transmission channels","Berlemann, Michael & Wenzel, Daniela",https://ideas.repec.org/a/eee/wdevel/v105y2018icp231-247.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
690,A new model of development coalition building: USAID achieving legitimate access and dominant information in Bangladesh’s forest policy,"Rahman, Md Saifur & Miah, Sohag & Giessen, Lukas",https://ideas.repec.org/a/eee/wdevel/v105y2018icp248-261.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
691,"The prepaid electric meter: Rights, relationships and reification in Unguja, Tanzania","Jacome, Veronica & Ray, Isha",https://ideas.repec.org/a/eee/wdevel/v105y2018icp262-272.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
692,Why secondary towns can be important for poverty reduction – A migrant perspective,"Ingelaere, Bert & Christiaensen, Luc & De Weerdt, Joachim & Kanbur, Ravi",https://ideas.repec.org/a/eee/wdevel/v105y2018icp273-282.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
693,Agricultural Transformation in Africa? Assessing the Evidence in Ethiopia,"Bachewe, Fantu N. & Berhane, Guush & Minten, Bart & Taffesse, Alemayehu S.",https://ideas.repec.org/a/eee/wdevel/v105y2018icp286-298.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
694,Technology adoption and risk exposure among smallholder farmers: Panel data evidence from Tanzania and Uganda,"Mukasa, Adamon N.",https://ideas.repec.org/a/eee/wdevel/v105y2018icp299-309.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
695,Intensification and intrahousehold decisions: Fertilizer adoption in Burkina Faso,"Haider, Hamza & Smale, Melinda & Theriault, Veronique",https://ideas.repec.org/a/eee/wdevel/v105y2018icp310-320.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
696,"Gendered Social Networks, Agricultural Innovations, and Farm Productivity in Ethiopia","Mekonnen, Daniel Ayalew & Gerber, Nicolas & Matz, Julia Anna",https://ideas.repec.org/a/eee/wdevel/v105y2018icp321-335.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
697,Is farmer-to-farmer extension effective? The impact of training on technology adoption and rice farming productivity in Tanzania,"Nakano, Yuko & Tsusaka, Takuji W. & Aida, Takeshi & Pede, Valerien O.",https://ideas.repec.org/a/eee/wdevel/v105y2018icp336-351.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
698,"Breaking Ground: Unearthing the Potential of High-resolution, Remote-sensing Soil Data in Understanding Agricultural Profits and Technology Use in Sub-Saharan Africa","Bhargava, Anil K. & Vagen, Tor & Gassner, Anja",https://ideas.repec.org/a/eee/wdevel/v105y2018icp352-366.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
699,Empirical assessment of subjective and objective soil fertility metrics in east Africa: Implications for researchers and policy makers,"Berazneva, Julia & McBride, Linden & Sheahan, Megan & Güereña, David",https://ideas.repec.org/a/eee/wdevel/v105y2018icp367-382.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
700,Cities and agricultural transformation in Africa: Evidence from Ethiopia,"Vandercasteelen, Joachim & Beyene, Seneshaw Tamru & Minten, Bart & Swinnen, Johan",https://ideas.repec.org/a/eee/wdevel/v105y2018icp383-399.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
701,"Small firms, structural change and labor productivity growth in Africa: Evidence from Tanzania","Diao, Xinshen & Kweka, Josaphat & McMillan, Margaret",https://ideas.repec.org/a/eee/wdevel/v105y2018icp400-415.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
702,Patterns of labor productivity and income diversification – Empirical evidence from Uganda and Nigeria,"Djido, Abdoulaye I. & Shiferaw, Bekele A.",https://ideas.repec.org/a/eee/wdevel/v105y2018icp416-427.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
703,Spillovers from off-farm self-employment opportunities in rural Niger,"Dedehouanou, Sènakpon Fidèle Ange & Araar, Abdelkrim & Ousseini, Aichatou & Harouna, Abdoulaziz Laouali & Jabir, Maimounata",https://ideas.repec.org/a/eee/wdevel/v105y2018icp428-442.html," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
704,Fostering equity and wellbeing through water: A reinterpretation of the goal of securing access,"Gimelli, Francesco M. & Bos, Joannette J. & Rogers, Briony C.",https://ideas.repec.org/a/eee/wdevel/v104y2018icp1-9.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
705,The importance of Ostrom’s Design Principles: Youth group performance in northern Ethiopia,"Holden, Stein T. & Tilahun, Mesfin",https://ideas.repec.org/a/eee/wdevel/v104y2018icp10-30.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
706,Buying stability: The distributive outcomes of private politics in the Bolivian mining industry,"Amengual, Matthew",https://ideas.repec.org/a/eee/wdevel/v104y2018icp31-45.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
707,Contract farming for improving smallholder incomes: What can we learn from effectiveness studies?,"Ton, Giel & Vellema, Wytse & Desiere, Sam & Weituschat, Sophia & D'Haese, Marijke",https://ideas.repec.org/a/eee/wdevel/v104y2018icp46-64.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
708,"Vulnerability, good governance, or donor interests? The allocation of aid for climate change adaptation","Weiler, Florian & Klöck, Carola & Dornan, Matthew",https://ideas.repec.org/a/eee/wdevel/v104y2018icp65-77.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
709,Resilience mobility in Uganda: A dynamic analysis,"d'Errico, Marco & Di Giuseppe, Stefania",https://ideas.repec.org/a/eee/wdevel/v104y2018icp78-96.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
710,Who practices rights-based development? A progress report on work at the nexus of human rights and development,"Nelson, Paul J. & Dorsey, Ellen",https://ideas.repec.org/a/eee/wdevel/v104y2018icp97-107.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
711,The impact of the Heavily Indebted Poor Countries initiative on growth and investment in Africa,"Djimeu, Eric W.",https://ideas.repec.org/a/eee/wdevel/v104y2018icp108-127.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
712,"The politics of electricity reform: Evidence from West Bengal, India","Chatterjee, Elizabeth",https://ideas.repec.org/a/eee/wdevel/v104y2018icp128-139.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
713,"Desert land reclamation programs and family land dynamics in the Western Desert of the Nile Delta (Egypt), 1960–2010","Alary, Véronique & Aboul-Naga, Adel & Osman, Mona A. & Daoud, Ibrahim & Abdelraheem, Sahar & Salah, Ehab & Juanes, Xavier & Bonnet, Pascal",https://ideas.repec.org/a/eee/wdevel/v104y2018icp140-153.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
714,Does social identity matter in individual alienation? Household-level evidence in post-reform India,"Gupta, Prashant & Mallick, Sushanta & Mishra, Tapas",https://ideas.repec.org/a/eee/wdevel/v104y2018icp154-172.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
715,Collective demands and secret codes: The multiple uses of “community” in “community mobilization”,"Vijayakumar, Gowri",https://ideas.repec.org/a/eee/wdevel/v104y2018icp173-182.html," 2018, Volume 104, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
