,article_name,authors,abstract,ideas_ref_num,ideas_cite_num,handle,doi,url,scrape_time,volume,journal,journal_url
650,An overview of India’s primary school education policies and outcomes 2005–2011,"['Chatterjee, Ishita', 'Li, Ian', 'Robitaille, Marie-Claire']","Universal school enrolment of children aged 6–14 years has been a commitment enshrined in the Indian constitution since 1950. To attain this goal, the central government has set up a range of programs, such as incentive programs, teacher grants and infrastructure grants, while state governments share responsibility in implementing those educational policy initiatives. This paper reviews the progress of India’s primary schools over the period 2005–2011 as public educational undertaking shifted more from the centre to the states. Using two waves of the Indian Human Development Survey conducted in 2005 and 2011, we track the progress of primary schools in terms of infrastructure upgrade, teachers’ quality, the costs of education, enrolment and learning outcomes. We find that while progress has been made in terms of infrastructure provision and enrolment, other aspects have either seen no progress or have worsened over time, and numerical and reading skills of children 8–11 years old worsening over time. Better performing states are generally in the South and in the extreme North. However, in terms of learning outcomes, the abysmal results are nationwide.",14,0,RePEc:eee:wdevel:v:106:y:2018:i:c:p:99-110,10.1016/j.worlddev.2018.01.016,https://ideas.repec.org/a/eee/wdevel/v106y2018icp99-110.html,2020-03-09 19:47:25," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
651,Power as agency: A critical reflection on the measurement of women’s empowerment in the development sector,"[""O'Hara, Corey"", 'Clement, Floriane']","Despite extensive literature on the complex nature of empowerment, current efforts to measure women’s empowerment in the agricultural development sector are largely limited to assessing visible forms of agency. We take a critical look at current efforts to measure women’s empowerment at the individual/household level through standardized tools. We examine the results of a household survey conducted in Nepal using the Women’s Empowerment in Agriculture Index (WEAI), which was developed as a monitoring and evaluation tool for the Feed the Future Initiative. Our interpretation of the results is informed by qualitative fieldwork conducted in the same region. In our quantitative analysis, we regress correlates of empowerment identified in the literature, such as age, education, household wealth, income, and household composition, on individual empowerment as measured by the WEAI. While several factors associated with women’s empowerment are significantly associated, household composition and intra-household relationships, which we expected to be essential factors in the local context, appear to be unrelated to the WEAI empowerment score. A measure of critical consciousness tested alongside the WEAI instrument appears instead to be closely associated with these factors. Our qualitative findings reveal that there is a discrepancy between local meanings of empowerment and definitions of empowerment defined in terms of agency. Based on these results, we suggest that improvements in measurement may be possible if approaches that measure power predominantly in terms of agency or decision-making were to include critical consciousness in their framework.",28,3,RePEc:eee:wdevel:v:106:y:2018:i:c:p:111-123,10.1016/j.worlddev.2018.02.002,https://ideas.repec.org/a/eee/wdevel/v106y2018icp111-123.html,2020-03-09 19:47:28," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
652,Unraveling the effect of targeted input subsidies on dietary diversity in household consumption and child nutrition: The case of Malawi,"['Harou, Aurélie P.']","Malawi’s Farm Input Subsidy Program (FISP) has generated significant attention, with several studies showing an increase in maize production since the inception of the program in 2005, but stagnating poverty levels. In this study, I examine whether and how FISP has affected dietary diversity in household food consumption and child nutrition. I find that children under the age of five living in households that received a voucher between 2008 and 2013 for the purchase of fertilizer have a statistically significantly higher (at the 1% level) weight-for-age, weight-for-length/height and body mass index than children living in non-recipient households. I also find that households having received a voucher consume cereals, nuts, vegetables, meats and fruits more frequently than non-recipient households. The analysis uses two stage least squares to account for the endogeneity of selection into the fertilizer subsidy program. I test the robustness of these results using child fixed effects. The results indicate that past studies evaluating FISP failing to account for the positive gains in child nutrition and household food consumption diversity may be underestimating its benefits.",25,1,RePEc:eee:wdevel:v:106:y:2018:i:c:p:124-135,10.1016/j.worlddev.2018.01.011,https://ideas.repec.org/a/eee/wdevel/v106y2018icp124-135.html,2020-03-09 19:47:32," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
653,The effects of aid agency independence on bilateral aid allocation decisions,"['Cardwell, Ryan', 'Ghazalian, Pascal L.']","We investigate whether differences in the formal independence of donor countries' aid agencies affect bilateral aid allocation decisions. Specifically, we examine whether allocation decisions made by donor countries with merged aid agencies are more heavily influenced by foreign policy and commercial trade concerns, and less influenced by developmental concerns. We exploit variation in the independence of DAC member countries’ aid agencies across time and space to identify this effect in a panel empirical model. Our econometric methodology borrows from developments in the empirical trade literature to accommodate a dataset with numerous zero-value observations. Our results indicate that aid agency independence does not have significant effects on the determinants of bilateral aid flows at the extensive or intensive margins. Donor countries with merged aid agencies do not place more emphasis on foreign policy and trade concerns, and donor countries with independent aid agencies do not place more emphasis on recipient-country poverty.",31,2,RePEc:eee:wdevel:v:106:y:2018:i:c:p:136-148,10.1016/j.worlddev.2018.01.003,https://ideas.repec.org/a/eee/wdevel/v106y2018icp136-148.html,2020-03-09 19:47:36," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
654,"Flows, leaks and blockages in informational interventions: A field experimental study of Bangalore's water sector","['Kumar, Tanu', 'Post, Alison E.', 'Ray, Isha']","Many policies and programs based on informational interventions hinge upon the assumption that providing citizens with information can help improve the quality of public services, or help citizens cope with poor services. We present a causal framework that can be used to identify leaks and blockages in the information production and dissemination process in such programs. We conceptualize the “information pipeline” as a series of connected nodes, each of which constitutes a possible point of blockage. We apply the framework to a field-experimental evaluation of a program that provided households in Bangalore, India, with advance notification of intermittently provided piped water. Our study detected no impacts on household wait times for water or on how citizens viewed the state, but found that notifications reduced stress. Our framework reveals that, in our case, noncompliance among human intermediaries and asymmetric gender relations contributed in large part to these null-to-modest results. Diagnostic frameworks like this should be used more extensively in development research to better understand the mechanisms responsible for program success and failure, to identify subgroups that actually received the intended treatment, and to identify potential leaks and blockages when replicating existing programs in new settings.",15,1,RePEc:eee:wdevel:v:106:y:2018:i:c:p:149-160,10.1016/j.worlddev.2018.01.022,https://ideas.repec.org/a/eee/wdevel/v106y2018icp149-160.html,2020-03-09 19:47:40," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
655,"Resource rents, universal basic income, and poverty among Alaska’s Indigenous peoples","['Berman, Matthew']","The Alaska Permanent Fund Dividend (PFD) program provides universal basic income (UBI) to all residents from investment earnings of a state sovereign wealth fund created from oil rents. This paper evaluates the effect of the PFD to mitigate poverty among the state’s rural Indigenous (Alaska Native) peoples: a population with historically high poverty rates living in a region with limited economic opportunities. Errors in recording PFD income in data used to calculate official poverty statistics cause them to misrepresent poverty in Alaska and understate the effect of the PFD. Estimating poverty rates with and without PFD income therefore requires reconstruction of family incomes from household-level data. Estimated poverty rates from reconstructed income show that the PFD has had a substantial, although diminishing mitigating effect on poverty for rural Indigenous families. The PFD has had a larger effect on poverty among children and elders than for the rural Alaska Native population as a whole. Alaska Native seniors, who receive additional sources of UBI derived primarily from resource rents besides the PFD, have seen a decline in poverty rates, while poverty rates for children have increased. Evidence has not appeared for commonly hypothesized potential adverse social and economic consequences of UBI.",16,2,RePEc:eee:wdevel:v:106:y:2018:i:c:p:161-172,10.1016/j.worlddev.2018.01.014,https://ideas.repec.org/a/eee/wdevel/v106y2018icp161-172.html,2020-03-09 19:47:43," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
656,The impact of intergovernmental transfers on local revenue generation in Sub-Saharan Africa: Evidence from Tanzania,"['Masaki, Takaaki']","Do intergovernmental transfers reduce revenues collected by local government authorities (LGAs)? There is already a well-established body of literature in public finance, which argues that intergovernmental grants “crowd out” local revenues. Most existing studies, however, explore the fiscal implications of intergovernmental transfers in high-income countries where sound fiscal systems are taken for granted. In this paper, I explore the impact of intergovernmental transfers on local revenues in sub-Saharan Africa, a region where local fiscal capacity is limited and endogenously determined by financial support from international donors and the central government. I argue that in places where the existing capacity of LGAs to administer tax collection is weak and political costs of enforcing taxation are low—which are perennial features of many rural districts in Africa—intergovernmental transfers facilitate local revenue generation instead of undermining it. Analyzing newly available quarterly fiscal data on local revenues in Tanzania, I show that intergovernmental grants improve the mobilization of local revenues, and also that the positive effect of fiscal transfers on local revenue collection seems to be more pronounced in rural districts.",42,1,RePEc:eee:wdevel:v:106:y:2018:i:c:p:173-186,10.1016/j.worlddev.2018.01.026,https://ideas.repec.org/a/eee/wdevel/v106y2018icp173-186.html,2020-03-09 19:47:47," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
657,"Whose greed, whose grievance, and whose opportunity? Effects of foreign direct investments (FDI) on internal conflict","[""Mihalache-O'Keef, Andreea S.""]","This paper investigates the influence of foreign direct investments on the probability of civil conflict onset, contributing to the debate on globalization and civil conflict. I relax the common assumption that all forms of globalization are equivalent in their effects on civil conflict. I also incorporate the cross-sectoral heterogeneity of investments in existing arguments about the socioeconomic externalities of foreign direct investments as determinants of conflict. With long time horizons and managerial control of their foreign affiliates, foreign direct investors are strategic players aiming to maximize profits and uniquely able to alter their environment through socio-political channels. This distinguishes FDI from trade and foreign portfolio investments. Through a combination of political agency and socio-economic influences on grievance and greed among domestic groups, some types of FDI are likely to alleviate the risk of civil conflict (service sector FDI), while others exacerbate it (primary sector FDI). Analyses using a new data set of sector-specific FDI stock, 1980–2013, lend empirical support to the argument. Showing that economic globalization can have simultaneous positive and negative externalities, these findings are informative for the current dialogue on the role of global markets in sustainable development.",70,0,RePEc:eee:wdevel:v:106:y:2018:i:c:p:187-206,10.1016/j.worlddev.2018.01.012,https://ideas.repec.org/a/eee/wdevel/v106y2018icp187-206.html,2020-03-09 19:47:51," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
658,Gender and capacity building: A multi-layered study of empowerment,"['Eger, Claudia', 'Miller, Graham', 'Scarles, Caroline']","This study shifts the focus from building individual capacities to understanding the relational acts through which empowerment and education acquire their value and meaning. Conceptually, the paper employs social cognitive theory to explore the interplay between social learning, relational agency, and culture. This interplay builds the foundation for the development of an empowerment model of capacity building that proposes an interlinked system of community capacity and empowerment dimensions. The model is explored in the context of the Education for All project in the High Atlas Mountains of Morocco. The research combines participant observation, qualitative interviews and visual methods to provide rich insights to situated knowledges of learning and empowerment. Findings reveal that the meaning of education equates to the capacity to aspire to a different life. This problematizes the way gender and gender relations are understood in the rural Berber villages. The girls’ education unsettles the repeating cycle of female educational deprivation, and leads them to become role models within their communities. This instills the image of educated women in community consciousness, leading to an incipient change in perceptions of what girls and women can be and do.",16,1,RePEc:eee:wdevel:v:106:y:2018:i:c:p:207-219,10.1016/j.worlddev.2018.01.024,https://ideas.repec.org/a/eee/wdevel/v106y2018icp207-219.html,2020-03-09 19:47:54," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
659,Women’s political participation and gender gaps of education in China: 1950–1990,"['Yao, Yang', 'You, Wuyue']","Does women’s political participation have long-lasting impacts on gender equality? Using female membership in the Chinese Communist Party (CCP) as a measure for women’s political participation and relying on data provided by Chinese county chronicles, we show that female political participation in 1950 had a long-term and positive impact on gender equality of education in 1990. Relying on individual-level data provided by the 1990 census, we construct a panel dataset comprising of people of different age cohorts in individual counties and find that contemporary women’s political participation significantly narrows the gender gap by raising girls’ probability of enrollment and completion of school relative to those of boys. The positive effects remain when we use the time of “liberation”, i.e., the time when the CCP got control of a county, to construct an instrument for the female party membership in 1950 and future periods. These effects also remain significant when the period of Cultural Revolution is studied. Finally, we test two channels, the policy channel and the perception channel, by which these effects were possibly exerted. For the policy channel, public spending on education is studied; and for the perception channel, parents’ aspiration and investment for daughters’ education are studied. The paper finds supporting evidence for the perception channel, but not for the policy channel.",15,0,RePEc:eee:wdevel:v:106:y:2018:i:c:p:220-237,10.1016/j.worlddev.2018.01.004,https://ideas.repec.org/a/eee/wdevel/v106y2018icp220-237.html,2020-03-09 19:47:58," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
660,"Ineptitude, ignorance, or intent: The social construction of failure in development","['Venugopal, Rajesh']","This paper explores the social construction of failure in development policy and academic narratives. Talk of failure is commonplace in development, and this paper seeks to use that as a heuristic to understand what that it signifies beyond face value. Drawing on a wide range of primary and secondary texts to provide illustrative evidence, the paper explores how failure is constructed, and advances a three-fold typology of failures that vary in terms of their positionality, the critical variables they identify as responsible, their epistemological stance, and the importance they accord to politics.",16,0,RePEc:eee:wdevel:v:106:y:2018:i:c:p:238-247,10.1016/j.worlddev.2018.01.013,https://ideas.repec.org/a/eee/wdevel/v106y2018icp238-247.html,2020-03-09 19:48:02," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
661,Education and disability in a conflict affected context: Are children with disabilities less likely to learn and be protected in Darfur?,"['Bakhshi, Parul', 'Babulal, Ganesh M.', 'Trani, Jean-Francois']","The Sustainable Development Goal four aims at ensuring inclusive, free and equitable quality education. In a conflict setting such as Western Darfur, the education system has been destroyed, leaving millions of children out of schools. Various stakeholders, namely UNICEF and non-governmental organizations, have taken initiatives to rebuild schools and include all children since the beginning of the conflict in 2003. However, very little evidence is available to date on the education of children with disabilities living in conflict and post-conflict situations.",9,0,RePEc:eee:wdevel:v:106:y:2018:i:c:p:248-259,10.1016/j.worlddev.2018.01.019,https://ideas.repec.org/a/eee/wdevel/v106y2018icp248-259.html,2020-03-09 19:48:06," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
662,Success when we deemed it failure? Revisiting sites and services projects in Mumbai and Chennai 20 years later,"['Owens, Kathryn E.', 'Gulyani, Sumila', 'Rizvi, Andrea']","Twenty years after the sites and services approach was largely abandoned by the World Bank, new evidence from India demonstrates that the projects were largely successful and achieved many sought after urban planning goals.",7,0,RePEc:eee:wdevel:v:106:y:2018:i:c:p:260-272,10.1016/j.worlddev.2018.01.021,https://ideas.repec.org/a/eee/wdevel/v106y2018icp260-272.html,2020-03-09 19:48:09," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
663,"City size, deprivation and other indicators of development: Evidence from India","['Mitra, Arup', 'Nagar, Jay Prakash']","In this paper extending the size-productivity framework we examine the nature of relationship between city size and the deprivation index developed at a highly disaggregate level of urban centres (city/town) on the basis of dwelling conditions, basic amenities and assets in possession. Further, the demographic and economic characteristics in relation to the deprivation index and city size are analysed in detail. Very large cities are endowed with better living conditions and infrastructural facilities, displaying lower magnitude of the index though this relationship is not very strong, suggesting the importance of other variables such as income, location and the overall level of urbanisation, impacting on the index value. Large cities experience agglomeration economies but they do not benefit all sections of the population equally, which in turn does not necessarily bring in proportionate decline in the deprivation index with a rise in city size. Further, other demographic and economic variables are examined in relation to the deprivation index and city size. Findings show Further, there is no marked improvement in these other indicators of development with increase in as city size increases. Greater intervention is called for to provide support in terms of housing, sanitation and water, and for other indicators of development to improve.",19,1,RePEc:eee:wdevel:v:106:y:2018:i:c:p:273-283,10.1016/j.worlddev.2018.02.018,https://ideas.repec.org/a/eee/wdevel/v106y2018icp273-283.html,2020-03-09 19:48:13," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
664,Racing to the bottom? Chinese development projects and trade union involvement in Africa,"['Isaksson, Ann-Sofie', 'Kotsadam, Andreas']","Chinese firms operating in Africa are often accused of violating international labour standards and not adhering with national labour laws. Considering China’s tendency to maintain control over development projects throughout the entire implementation phase, using Chinese contractors for work performed in the recipient countries, the present paper investigates whether China impacts African labour practices in their capacity as a donor. Specifically, we use a new data material allowing for systematic quantitative analysis of Chinese development finance to investigate whether Chinese development projects affect trade union involvement. Matching geo-referenced data on the subnational allocation of Chinese development projects to Africa over the 2000–2012 period with 41,902 survey respondents across 18 African countries, our estimation strategy relies on comparing the trade union involvement of individuals who live near a site where a Chinese project is being implemented at the time of the interview to those of individuals living near a site where a Chinese project will appear in the future, but where implementation had yet to be initiated at the time of the survey. The results consistently indicate that Chinese development projects – unlike the projects of other major donors – discourage trade union involvement in the local area.",25,4,RePEc:eee:wdevel:v:106:y:2018:i:c:p:284-298,10.1016/j.worlddev.2018.02.003,https://ideas.repec.org/a/eee/wdevel/v106y2018icp284-298.html,2020-03-09 19:48:17," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
665,Is women’s empowerment associated with political knowledge and opinions? Evidence from rural Mali,"['Bleck, Jaimie', 'Michelitch, Kristin']","According to many prominent theorists of democracy, citizens must be able to “formulate and signify preferences” to participate as ‘political equals’ for democracy to work (Dahl, 1971). However, a gender gap in political knowledge and opinions exists across the Global South, especially in rural areas. In this paper, we study the relationship between rural women’s socioeconomic empowerment (household agency and mobility outside the village) and political knowledge and opinions in Mali, a West African country with patriarchal gender norms. To reduce well-known difficulties of gaining access to rural women and reducing bystander effects, we use simultaneous co-gender interviews of one man and one woman per extended family household and a modified Audio-Self-Administered Questionnaire for illiterate populations. Further to reduce “satisficed” opinions, we elicit opinion justifications and measure “justified opinions.” Consistent with predictions, we find that women’s empowerment is positively associated with rural women’s political knowledge and opinions. We close by examining opinions towards one controversial policy area with redistributive consequences for men and women—the Family Code, which regulates rights of men and women in marriage, inheritance, and the family. More empowered women are more likely to support pro-woman changes.",15,2,RePEc:eee:wdevel:v:106:y:2018:i:c:p:299-323,10.1016/j.worlddev.2018.01.006,https://ideas.repec.org/a/eee/wdevel/v106y2018icp299-323.html,2020-03-09 19:48:20," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
666,"Identifying the essential ingredients to literacy and numeracy improvement: Teacher professional development and coaching, student textbooks, and structured teachers’ guides","['Piper, Benjamin', 'Simmons Zuilkowski, Stephanie', 'Dubeck, Margaret', 'Jepkemei, Evelyn', 'King, Simon J.']","Several rigorously evaluated programs have recently shown positive effects on early literacy and numeracy outcomes in developing countries. However, these programs have not been designed to evaluate which ingredients of the interventions are most essential to improve literacy outcomes. Policy makers therefore lack evidence as to whether program ingredients such as teacher professional development (PD), instructional coaching, learner materials, teachers’ guides, community support, or technology are required for program impact. The Kenya Primary Math and Reading Initiative was a randomized controlled trial that compared three treatment groups with specific ingredients and a control group. Using literacy and numeracy outcome measures for grades 1 and 2, we evaluated the benefits of the following ingredients: (1) teacher PD and teacher instructional support and coaching; (2) revised student books in literacy and numeracy, at a 1:1 ratio, added to PD and instructional support; and (3) structured teacher lesson plans added to student books, PD, and instructional support. We found that two of the three combinations of ingredients had statistically significant positive impacts on learning outcomes. The results showed that the third combination—PD, teacher instructional support and coaching, 1:1 student books, and structured teacher lesson plans—was most effective. A cost-effectiveness analysis on the ingredients showed that the option of PD and instructional support, 1:1 revised books, and teachers’ guides was the most expensive, but that the additional impact on learning made this the most cost-effective intervention. This study rigorously analyzes which ingredients for literacy and numeracy improvement would be most effective for overall impact, and suggests to policy makers that careful decisions regarding program ingredients will lead to more effectively designed and implemented interventions to improve learning in developing countries.",14,2,RePEc:eee:wdevel:v:106:y:2018:i:c:p:324-336,10.1016/j.worlddev.2018.01.018,https://ideas.repec.org/a/eee/wdevel/v106y2018icp324-336.html,2020-03-09 19:48:24," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
667,Blessing and curse. The gold boom and local development in Colombia,"['Santos, Rafael J.']","I provide a microeconomic channel for the resource curse using the boom in Colombian gold mining as a case study. Identification strategies exploit trend changes in international gold prices after 2002 and regional gold production capabilities as measured by water supply (the majority of gold mining in Colombia is placer mining and water is important for industrial gold production). I find that the gold boom decreases local unemployment in the short term by 3.5%. However, given the lack of capacity to effectively ban child labor, these economic opportunities are also available for children. My results indicate that, because of the gold boom, the probability that a child works increases by 9.3% and school attendance decreases by 23.9%. Capital accumulation seems to be permanently hurt since the probability that a child is lagging three or more grades behind increases by 9%. These effects are only discernible after 2002. The human capital results can be retrieved from different databases. Furthermore, results are robust to a series of robustness checks (restricting the sample to gold producers and their neighbors, using alternative sets of controls and restricting the sample to non-migrants). Resources are a blessing in the short term but a curse for long term economic growth if human capital is productive.",34,2,RePEc:eee:wdevel:v:106:y:2018:i:c:p:337-355,10.1016/j.worlddev.2018.02.016,https://ideas.repec.org/a/eee/wdevel/v106y2018icp337-355.html,2020-03-09 19:48:28," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
668,Parlez-vous français? Language and agricultural aid allocation strategies in northern Mali,"['Maiden, Emily', 'Brockway, Mark']","In January 2012, insurgent groups in northern Mali began a violent campaign against the central government. By March 2012, then-President Amadou Toumani Touré (ATT) was ousted in a successful coup. The ongoing unrest has drastically shifted the strategies foreign donors are using to allocate aid, particularly to northern Mali. While bilateral donors have drastically scaled back all programmatic aid, NGOs including Oxfam International and the Red Cross have stepped in to provide humanitarian aid. This shift from programmatic to humanitarian aid has left the agricultural sector particularly vulnerable. Since most of the food grown in Mali is grown in the northern region, such a drastic decrease in agricultural aid will have catastrophic effects in terms of projected food shortages. Furthermore, using evidence from new World Bank survey data gathered in northern Mali in 2015, we find that the agricultural aid being distributed by NGOs is not targeting those most in need. We find that French-speaking villages are more likely to be targeted for aid compared to non-French-speaking villages. We argue that in northern Mali, under the current sociopolitical conditions, speaking French makes these villages more attractive to aid organizations, regardless of their actual need for assistance. This appropriation principle means that aid is not going to the most vulnerable, but to the most politically or socially connected. We also find proof of a second layer of aid misappropriation. While Sonrai and Tamasheq-speaking villages receive less agricultural aid than French-speaking villages, the aid they do receive goes to those households most vulnerable to exogenous shocks. However, in French-speaking villages, the most vulnerable households are not guaranteed to receive agricultural aid. If desperately needed agricultural aid continues to be misappropriated, it could lead countries like Mali to become even more unstable.",25,0,RePEc:eee:wdevel:v:106:y:2018:i:c:p:356-375,10.1016/j.worlddev.2018.02.015,https://ideas.repec.org/a/eee/wdevel/v106y2018icp356-375.html,2020-03-09 19:48:32," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
669,Creating an appropriate tenure foundation for REDD+: The record to date and prospects for the future,"['Sunderlin, William D.', 'de Sassi, Claudio', 'Sills, Erin O.', 'Duchelle, Amy E.', 'Larson, Anne M.', 'Resosudarmo, Ida Aju Pradnja', 'Awono, Abdon', 'Kweka, Demetrius Leo', 'Huynh, Thu Ba']","Attention to tenure is a fundamental step in preparation for REDD+ implementation. Unclear and conflicting tenure has been the main challenge faced by the proponents of subnational REDD+ initiatives, and accordingly, they have expended much effort to remedy the problem. This article assesses how well REDD+ has performed in laying an appropriate tenure foundation. Field research was carried out in two phases (2010–2012 and 2013–2014) in five countries (Brazil, Peru, Cameroon, Tanzania, Indonesia) at 21 subnational initiatives, 141 villages (half targeted for REDD+ interventions), and 3,754 households. Three questions are posed: 1) What was the effect of REDD+ on perceived tenure insecurity of village residents?; 2) What are the main reasons for change in the level of tenure insecurity and security from Phase 1 to Phase 2 perceived by village residents in control and intervention villages?; and 3) How do intervention village residents evaluate the impact of tenure-related interventions on community well-being? Among the notable findings are that: 1) tenure insecurity decreases slightly across the whole sample of villages, but we only find that REDD+ significantly reduces tenure insecurity in Cameroon, while actually increasing insecurity of smallholder agricultural land tenure in Brazil at the household level; 2) among the main reported reasons for increasing tenure insecurity (where it occurs) are problems with outside companies, lack of title, and competition from neighboring villagers; and 3) views on the effect of REDD+ tenure-related interventions on community well-being lean towards the positive, including for interventions that restrain access to forest. Thus, while there is little evidence that REDD+ interventions have worsened smallholder tenure insecurity (as feared by critics), there is also little evidence that the proponents’ efforts to address tenure insecurity have produced results. Work on tenure remains an urgent priority for safeguarding local livelihoods as well as for reducing deforestation. This will require increased attention to participatory engagement, improved reward systems, tenure policy reform, integration of national and local efforts, and “business-as-usual” interests.",15,1,RePEc:eee:wdevel:v:106:y:2018:i:c:p:376-392,10.1016/j.worlddev.2018.01.010,https://ideas.repec.org/a/eee/wdevel/v106y2018icp376-392.html,2020-03-09 19:48:35," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
670,"Big cities, small towns, and poor farmers: Evidence from Ethiopia","['Vandercasteelen, Joachim', 'Beyene, Seneshaw Tambru', 'Minten, Bart', 'Swinnen, Johan']","Urbanization is happening fast in the developing world and especially so in sub-Saharan Africa where growth rates of cities are among the highest in the world. While cities and, in particular, secondary towns, where most of the urban population in sub-Saharan Africa resides, affect agricultural practices in their rural hinterlands, this relationship is not well understood. To fill this gap, we develop a conceptual model to analyze how farmers’ proximity to cities of different sizes affects agricultural prices and intensification of farming. We then test these predictions using large-scale survey data from producers of teff, a major staple crop in Ethiopia, relying on unique data on transport costs and road networks and implementing an array of econometric models. We find that agricultural price behavior and intensification is determined by proximity to a city and the type of city. While proximity to cities has a strong positive effect on agricultural output prices and on uptake of modern inputs and yields on farms, the effects on prices and intensification measures are lower for farmers in the rural hinterlands of secondary towns compared to primate cities.",39,0,RePEc:eee:wdevel:v:106:y:2018:i:c:p:393-406,10.1016/j.worlddev.2018.03.006,https://ideas.repec.org/a/eee/wdevel/v106y2018icp393-406.html,2020-03-09 19:48:39," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
671,"Can information outreach increase participation in community-driven development? A field experiment near Bwindi National Park, Uganda","['Buntaine, Mark T.', 'Daniels, Brigham', 'Devlin, Colleen']","Decentralization and community-driven development intend to bring public decisions closer to the people, yet elites often capture local institutions. One way that local elites capture community-driven development is to limit information about opportunities for citizens to shape group decisions. We investigate whether sending citizens targeted and timely information about when and how they can participate in the planning of community-driven development projects increases knowledge, participation, and satisfaction with local institutions. We implemented a pre-registered randomized field experiment in partnership with the Uganda Wildlife Authority that involved sending residents in randomly selected villages near Bwindi National Park approximately 60 messages by mobile phone over eight months about how a park-sponsored revenue sharing program worked and how and when residents could participate. We do not find evidence that the information increased perceived knowledge, participation, perceived efficacy, or satisfaction with local institutions. Exploratory findings suggest that among women, who are often disenfranchised in Ugandan society, the information treatment backfired related to perceived opportunities to participate. More positively, we find that reaching more people in a community with information led to promising results related to participation and satisfaction with the park. We conclude that informational treatments are unlikely to empower participation on average, unless they are deployed broadly and in ways that promote collective action.",24,1,RePEc:eee:wdevel:v:106:y:2018:i:c:p:407-421,10.1016/j.worlddev.2017.10.029,https://ideas.repec.org/a/eee/wdevel/v106y2018icp407-421.html,2020-03-09 19:48:43," 2018, Volume 106, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
672,Conditional cash transfers for primary education: Which children are left out?,"['Bauchet, Jonathan', 'Undurraga, Eduardo A.', 'Reyes-García, Victoria', 'Behrman, Jere R.', 'Godoy, Ricardo A.']","Conditional cash transfer (CCT) programs to increase primary-school enrollment and attendance among low-income households have been shown to benefit children and households, but to date little is known about who joins such programs. We test three hypotheses about predictors of CCT program participation in indigenous societies in Bolivia, focusing on attributes of the household (ethnicity), parents (modern human capital), and children (age, sex). We model whether children receive a transfer from Bolivia’s CCT program (Bono Juancito Pinto), using data from 811 school-age children and nine ethnic groups. Children from the group least exposed to Westerners (Tsimane’) are 18–22 percentage points less likely to participate in the program than children from other lowland ethnic groups. Parental modern human capital and child sex do not predict participation. We discuss possible mechanisms underlying the findings and conclude that the Tsimane’s current lower returns to schooling are the most likely explanation.",38,1,RePEc:eee:wdevel:v:105:y:2018:i:c:p:1-12,10.1016/j.worlddev.2017.12.021,https://ideas.repec.org/a/eee/wdevel/v105y2018icp1-12.html,2020-03-09 19:48:46," 2018, Volume 105, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
